Stations,Easting_X_m,Northing_Y_m,Elev_H_m,x_m,Norm_h_m,offsets_m,DOI_max_m,dep_38,dep_76,dep_114,dep_152,dep_190,dep_228,dep_266,dep_304,dep_342,dep_380,dep_418,dep_456,dep_494,dep_532,dep_570,dep_608,dep_646,dep_684,dep_722,dep_760,dep_798,dep_836,dep_874,dep_912,res_38,res_76,res_114,res_152,res_190,res_228,res_266,res_304,res_342,res_380,res_418,res_456,res_494,res_532,res_570,res_608,res_646,res_684,res_722,res_760,res_798,res_836,res_874,res_912
S00,453453.48502,2887324.03498,589.05,0,8.149999999999977,11.0,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.3811750000000003,2.472472,2.5811535,2.66482375,2.7120435,2.72925875,2.7287850000000002,2.7193180000000003,2.70510325,2.69372575,2.6913427500000004,2.6961405,2.7082982500000004,2.716665,2.727820666666666,2.738976333333332,2.7529209166666644,2.7696544166666635,2.7863879166666625,2.8059103333333284,2.82822166666666,2.853321916666659,2.881211083333324,2.909100249999989
S01,453472.41502,2887370.06498,589.2,50,8.300000000000068,65.6,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.10617975,2.31778875,2.56270825,2.8050239999999995,3.025961,3.21893875,3.378448,3.48993225,3.5579355,3.57355325,3.52520075,3.43487425,3.3135689999999998,3.245632,2.9679217500000004,2.842786,2.8096935000000003,2.88667325,2.9520215,3.204767,3.47982575,3.67365925,3.8397815,3.9697035
S02,453491.34502,2887416.09498,586.5,100,5.600000000000023,108.4,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.65410325,2.58592625,2.527747,2.4698275,2.416423,2.3760455,2.35074675,2.3389007499999996,2.3468565,2.378853,2.427051,2.483725,2.54859875,2.5838155,2.7359014999999998,2.88546775,3.016467,3.13536875,3.24468675,3.297256,3.3573351428571425,3.424924178571428,3.500023107142857,3.575122035714285
S03,453510.28002,2887462.12998,585.0,150,4.100000000000023,147.1,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.8985407500000004,2.6709265,2.487597,2.3297345000000003,2.1958965,2.088407,2.010493,1.96635875,1.97923625,2.0639715,2.1932015,2.33494775,2.480028,2.62686275,2.7987149999999996,2.97310125,3.108703,3.2176155,3.308803,3.3907535,3.50359625,3.64282125,3.76208725,3.8476109999999997
S04,453529.21502,2887508.16498,585.8,200,4.899999999999977,200.6,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.9743755000000003,2.8108555,2.6609222499999996,2.5069280000000003,2.3465445000000003,2.1944334999999997,2.06907,2.0153355,2.0385354999999996,2.184254,2.3746247499999997,2.5629642500000003,2.73529325,2.8172075,3.1695835,3.29019125,3.367186,3.41520975,3.4487365000000003,3.4786297499999996,3.5381095,3.628306,3.7116875,3.7711847499999998
S05,453548.14502,2887554.19498,584.25,250,3.3500000000000227,243.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.61264275,2.5547345,2.51389675,2.4879852500000004,2.48234775,2.502008,2.545624,2.6089824999999998,2.7279975,2.8917185,3.044652,3.17911725,3.2864394999999997,3.35867475,3.41913975,3.47123,3.49709125,3.50528825,3.50848825,3.5105579999999996,3.55703325,3.61671375,3.678887,3.7243865
S06,453567.07502,2887600.22498,582.2,300,1.3000000000000682,296.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.5468432500000002,2.65955925,2.79196375,2.92266125,3.0398885,3.14187025,3.232401,3.275416,3.4511435,3.5550907499999997,3.6257982500000003,3.6804124999999996,3.70746425,3.7095495,3.63445325,3.6170997500000004,3.59627475,3.57070175,3.5490612500000003,3.540643,3.531022142857143,3.5201986785714285,3.508172607142857,3.4961465357142854
S07,453586.00502,2887646.25498,580.9,350,0.0,339.3,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.53871175,2.60931325,2.7173225,2.8372557499999997,2.95415275,3.06132875,3.15850075,3.2048129999999997,3.2411332500000003,3.3583075,3.44986475,3.52569475,3.57602175,3.5913655,3.4831547499999997,3.5167617499999997,3.5297192500000003,3.5269837500000003,3.51992575,3.516664,3.54188675,3.598577,3.6563425,3.6980535
S08,453604.93502,2887692.28498,585.45,400,4.550000000000068,378.0,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.73783375,2.60924175,2.5015757499999998,2.40384775,2.3233224999999997,2.2727995,2.256988,2.2749135000000003,2.36000925,2.51305,2.684127,2.8495025,2.9967812499999997,3.1190845,3.2399255,3.34829125,3.41331975,3.4481327500000005,3.4680055,3.4762245,3.498585,3.5756715,3.643433,3.68974
S09,453623.86502,2887738.31998,588.55,450,7.649999999999977,431.5,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,3.1060462500000003,2.89958275,2.7292320000000005,2.56347725,2.39239,2.2191375000000004,2.0497615,1.8946602499999998,1.79294075,1.834529,2.012016,2.2249922499999997,2.43231325,2.625219,2.8331975,3.03058875,3.169487,3.26752825,3.3393445,3.3705045,3.4513127499999996,3.5593215,3.6459799999999998,3.70276725
