Stations,Easting_X_m,Northing_Y_m,Elev_H_m,x_m,Norm_h_m,offsets_m,DOI_max_m,dep_38,dep_76,dep_114,dep_152,dep_190,dep_228,dep_266,dep_304,dep_342,dep_380,dep_418,dep_456,dep_494,dep_532,dep_570,dep_608,dep_646,dep_684,dep_722,dep_760,dep_798,dep_836,dep_874,dep_912,res_38,res_76,res_114,res_152,res_190,res_228,res_266,res_304,res_342,res_380,res_418,res_456,res_494,res_532,res_570,res_608,res_646,res_684,res_722,res_760,res_798,res_836,res_874,res_912
S10,452698.66998,2886922.26997,591.9,500,0.0,496.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.6658965000000006,2.545741,2.42001475,2.29145775,2.178579,2.1032175,2.073654,2.0902425,2.1947215,2.38768975,2.6060410000000003,2.8187502500000003,3.01178125,3.176136,3.3350905,3.4632555000000003,3.5117884999999998,3.4965835,3.447,3.392206,3.3531034999999996,3.3480317500000005,3.37061325,3.3949705
S11,452734.12998,2886887.56497,594.0,550,2.1000000000000227,559.1,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.91351825,2.6608275,2.4488005,2.2525537499999997,2.068929,1.909892,1.78764675,1.7372285,1.7299207499999998,1.86871875,2.0868967499999997,2.3189225,2.5406455,2.6482105000000002,2.88330875,3.0787210000000003,3.19586125,3.2503365,3.2661974999999996,3.26929175,3.282801,3.3161815,3.3576045,3.390122
S12,452769.58498,2886852.85497,593.7,600,1.8000000000000682,620.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.48865475,2.2335719999999997,2.0593250000000003,1.93028225,1.83899875,1.7852062499999999,1.76857675,1.7694969999999999,1.7713374999999996,1.7731779999999993,1.775018499999999,1.7768589999999986,1.7796197499999982,1.7823804999999977,1.786061499999997,1.7897424999999965,1.7943437499999957,1.7998652499999948,1.8053867499999938,1.8118284999999927,1.8191904999999915,1.82747274999999,1.8366752499999885,1.845877749999987
S13,452805.03998,2886818.14997,609.5,650,17.600000000000023,661.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.2659017500000003,2.443156,2.64435075,2.83878925,3.00622,3.138343,3.23590975,3.3038225,3.345341,3.3523352500000003,3.326105,3.2810822500000003,3.223942,3.16003875,3.06869825,2.96715475,2.90808475,2.90840775,2.9632275,3.0835292499999998,3.2680065000000003,3.46891425,3.6616957500000002,3.8494545
S14,452840.49498,2886783.44497,622.75,700,30.850000000000023,702.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.965357,2.237907,2.43391425,2.5747025,2.67064975,2.73687575,2.7835550000000002,2.81393,2.83898025,2.85272525,2.843502,2.8216669999999997,2.79454675,2.7726175,2.7838537499999996,2.8356407500000005,2.9052462500000003,2.9763135,3.0424742499999997,3.074214,3.1791340000000003,3.2912630000000003,3.37614775,3.42932125
S15,452875.94998,2886748.73497,607.2,750,15.300000000000068,743.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.900666,2.3006235,2.591448,2.812799,2.9716257500000003,3.07926425,3.147887,3.1738115000000002,3.1365979999999998,3.1221872499999996,3.0703692499999997,3.000638,2.9213002500000003,2.8792445,2.7657225,2.7612662500000003,2.805341,2.878806,2.96518075,3.0097935,3.0607794999999993,3.118138749999999,3.181871249999999,3.2456037499999986
S16,452911.40498,2886714.02997,598.25,800,6.350000000000023,805.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.7268189999999999,1.9650190000000003,2.1615315,2.31812625,2.440354,2.5398425,2.6253612499999996,2.70126375,2.7820795,2.8481275,2.870123,2.858488,2.8216105,2.7972634999999997,2.69245425,2.70868425,2.7651544999999995,2.8503600000000002,2.949597,3.05292575,3.1837442499999997,3.32268775,3.42367175,3.4852017500000003
S17,452946.85998,2886679.32497,603.6,850,11.700000000000045,846.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.7629040000000002,2.00183575,2.107087,2.1476065,2.15522475,2.161454,2.18171325,2.1961445,2.1962064999999997,2.32454025,2.4282654999999997,2.50124925,2.5443905,2.5673665,2.5978575,2.65339775,2.7340584999999997,2.836147,2.9480264999999997,3.004653,3.233093,3.3895865,3.50268625,3.5717220000000003
S18,452982.31498,2886644.61497,608.0,900,16.100000000000023,887.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.51621925,2.05527975,1.68447075,1.36332925,1.14507525,1.0895747500000001,1.17195275,1.23865,1.5161205000000002,1.7659395,1.9613317500000003,2.1128035,2.23244375,2.33292475,2.45037225,2.586999,2.7213255,2.858136,2.9923710000000003,3.0578045,3.1325856428571424,3.2167144285714278,3.310190857142856,3.4036672857142842
S19,453017.76998,2886609.90997,611.6,950,19.700000000000045,969.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.291269,1.984211,1.7412804999999998,1.53848,1.39351225,1.3277712499999998,1.3397915,1.40847725,1.55959425,1.759473,1.93092575,2.0721107500000002,2.19160325,2.2997115,2.43396625,2.59266175,2.74496325,2.8939570000000003,3.0357135,3.16608,3.3224954999999996,3.4896599999999998,3.613619,3.6923235
S20,453053.22498,2886575.20497,618.95,1000,27.050000000000068,1010.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.7632245000000002,1.8808509999999998,1.90355775,1.8745827499999999,1.8289512499999998,1.7999895000000001,1.8007997500000001,1.8089434999999998,1.9926862500000002,2.0930074999999997,2.17388775,2.238246,2.2981815,2.32889,2.50776625,2.6664044999999996,2.8343635000000003,2.9984935,3.1498465,3.2841020000000003,3.44207525,3.6157899999999996,3.7543385000000002,3.8521985
S21,453088.67998,2886540.49497,635.2,1050,43.30000000000007,1051.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.80419325,2.144535,2.378413,2.5493115,2.6690195,2.7487404999999994,2.7972370000000004,2.814533,2.849124999999999,2.883716999999998,2.918308999999997,2.9529009999999962,3.004788999999995,3.0566769999999934,3.1258609999999916,3.1950449999999897,3.2815249999999874,3.3853009999999846,3.4890769999999818,3.6101489999999785,3.748516999999975,3.9041809999999706,4.0771409999999655,4.250100999999962
