Stations,Easting_X_m,Northing_Y_m,Elev_H_m,x_m,Norm_h_m,offsets_m,DOI_max_m,dep_38,dep_76,dep_114,dep_152,dep_190,dep_228,dep_266,dep_304,dep_342,dep_380,dep_418,dep_456,dep_494,dep_532,dep_570,dep_608,dep_646,dep_684,dep_722,dep_760,dep_798,dep_836,dep_874,dep_912,res_38,res_76,res_114,res_152,res_190,res_228,res_266,res_304,res_342,res_380,res_418,res_456,res_494,res_532,res_570,res_608,res_646,res_684,res_722,res_760,res_798,res_836,res_874,res_912
S00,449073.95499,2882552.57496,483.4,0,52.299999999999955,10.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.3754964999999997,2.9750465000000004,3.410769,3.753883,4.02259475,4.23346675,4.39597725,4.504061999999999,4.5840155000000005,4.6425607499999995,4.66153525,4.65581125,4.6238405,4.59945,4.285196750000001,4.221379,4.1479230000000005,4.04419675,3.982716,3.54422775,3.292684,3.0915475,3.1613824999999998,3.49471725
S01,449121.18499,2882535.87996,481.4,50,50.299999999999955,50.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.2691864999999996,2.6946187499999996,3.0351075,3.3101965,3.526345,3.6955477499999994,3.8280422499999998,3.92541,4.03133575,4.1377635,4.187687,4.1902237499999995,4.1200765,3.950304,3.6200905,3.16073775,2.7780445,2.6842212500000002,2.8566475000000002,2.976477,3.43421625,3.69896,3.8281324999999997,3.8625125
S02,449168.40999,2882519.18496,481.2,100,50.099999999999966,113.4,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.9116574999999998,2.16529475,2.263629,2.300218,2.317059,2.35395725,2.4229965,2.4652585,2.6518225,2.8283485,2.999846,3.1505185,3.25944975,3.302185,3.2019337500000002,2.9378597500000003,2.68407275,2.6882289999999998,2.9357415,3.0872764999999998,3.260459357142857,3.4552900714285713,3.6717686428571428,3.888247214285714
S03,449215.63499,2882502.49496,481.45,150,50.349999999999966,149.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.17875175,1.5754332500000001,1.4757865,1.7106142500000001,2.0443497500000003,2.3201947499999998,2.504946,2.5749874999999998,2.7150704999999995,2.8551534999999992,2.995236499999999,3.1353194999999987,3.3454439999999983,3.555568499999998,3.8357344999999974,4.115900499999997,4.466107999999997,4.886356999999995,5.306605999999995,5.796896499999994,6.357228499999993,6.987601999999992,7.68801699999999,8.38843199999999
S04,449262.85999,2882485.80496,481.05,200,49.94999999999999,205.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.0778345,2.535756,2.8277085,2.9786122500000003,3.0154009999999998,2.98232225,2.919672,2.8849815,2.59064175,2.58261675,2.6346735,2.72420275,2.8363195,2.9593297499999998,3.10005875,3.22358575,3.2887329999999997,3.31614275,3.3241185,3.332902,3.30459625,3.25588,3.29171625,3.4090002499999996
S05,449310.08499,2882469.10996,478.95,250,47.849999999999966,264.4,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,3.1272015,2.36476075,1.96541475,1.834232,1.88092175,1.994411,2.10841125,2.19913675,2.24578975,2.2481405,2.24833075,2.27574875,2.33342675,2.369821,2.42296775,2.4046857500000005,2.430958,2.7069415,3.1351325,3.512615,3.87061525,4.1955755,4.323211,4.31518775
S06,449357.31499,2882452.41496,476.9,300,45.799999999999955,320.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.607254175,1.7592625000000002,1.9479042500000001,2.046646,2.03222975,1.91272225,1.7114639999999999,1.4704557500000002,1.3427084999999999,1.49709725,1.827985,2.14583175,2.40885575,2.5261620000000002,2.8135364999999997,2.55629675,2.445265,2.7710665,3.28135875,3.6790052500000003,4.03574075,4.3798337499999995,4.52234175,4.5148702499999995
S07,449404.53999,2882435.72496,475.6,350,44.5,356.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.3088193000000001,1.4203215,1.317411875,1.226260425,1.25101255,1.390798,1.5994147500000002,1.8479275,2.20536675,2.62623425,2.976459,3.243994,3.399621,3.400137,3.1575415,2.6981667499999995,2.483742,2.81111375,3.3325182499999997,3.5708885,3.8433116428571434,4.14978767857143,4.490316607142859,4.830845535714288
S08,449451.76499,2882419.03496,475.0,400,43.89999999999998,408.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.458815,1.78657675,2.4776055,2.98055675,3.27293125,3.42922325,3.5223042500000004,3.5824540000000002,3.68741725,3.84500375,3.9615565,4.022887,3.978427,3.76049325,3.32488975,2.7402647499999997,2.49508375,2.82792475,3.31766225,3.6611999999999996,4.009358000000001,4.40135075,4.606107249999999,4.646652
S09,449498.99499,2882402.33996,472.75,450,41.64999999999998,444.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.1420974999999998,1.58227525,1.4905602500000001,1.8326555,2.3009007500000003,2.72268675,3.0659184999999995,3.2166765,3.3652240000000004,3.3667475,3.28375125,3.1686940000000003,3.0139055,2.775183,2.4088715,2.03436375,2.0410115,2.44471125,2.9027515,3.29350525,3.7494274999999995,4.24955525,4.56861875,4.70563575
S10,449546.21999,2882385.64496,468.6,500,37.5,496.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.89258925,2.68274725,2.5412947499999996,2.39146075,2.21442825,2.0303839999999997,1.845252,1.7511139999999998,1.051377725,0.846067075,0.6592483,0.44756758199999996,0.254575217,0.21252818499999998,0.20264525,0.219076025,0.502178875,1.158120075,1.9924892499999998,2.75659175,3.4416485,4.0040415000000005,4.44014475,4.702474
S11,449593.44499,2882368.95496,465.85,550,34.75,559.6,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.97027525,3.0338715,2.76016325,2.27262725,1.661197,1.095155025,0.69351295,0.53967235,0.23199115000000003,-0.07569004999999995,-0.38337125000000005,-0.69105245,-1.1525742499999998,-1.6140960499999997,-2.2294584499999996,-2.8448208499999996,-3.61402385,-4.53706745,-5.46011105,-6.53699525,-7.76772005,-9.152285449999999,-10.69069145,-12.22909745
S12,449640.67499,2882352.26496,464.05,600,32.94999999999999,611.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.2286845,2.50624175,2.53195375,2.4441680000000003,2.3113035,2.18706275,2.09258525,2.053756,1.859645,1.94227275,2.08104975,2.2472285000000003,2.430714,2.6249585,2.83923025,3.02923975,3.148023,3.22581775,3.2814959999999997,3.305065,3.47202075,3.462013,3.43988475,3.43813025
S13,449687.89999,2882335.56996,463.8,650,32.69999999999999,647.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.5829138999999999,1.3975496500000002,2.1656992500000003,2.63670575,2.8867562499999995,2.970915,2.9377837500000004,2.83921075,2.69889425,2.54732025,2.4113015,2.23304475,2.02908925,1.938317,1.8172873333333333,1.6962576666666664,1.544970583333333,1.3634260833333327,1.1818815833333325,0.9700796666666656,0.7280203333333319,0.4557035833333316,0.15312941666666458,-0.14944475000000246
