Stations,Easting_X_m,Northing_Y_m,Elev_H_m,x_m,Norm_h_m,offsets_m,DOI_max_m,dep_38,dep_76,dep_114,dep_152,dep_190,dep_228,dep_266,dep_304,dep_342,dep_380,dep_418,dep_456,dep_494,dep_532,dep_570,dep_608,dep_646,dep_684,dep_722,dep_760,dep_798,dep_836,dep_874,dep_912,res_38,res_76,res_114,res_152,res_190,res_228,res_266,res_304,res_342,res_380,res_418,res_456,res_494,res_532,res_570,res_608,res_646,res_684,res_722,res_760,res_798,res_836,res_874,res_912
S00,449723.73499,2882095.47996,503.7,0,77.0,10.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.058085,2.23787425,2.450413,2.6602957500000004,2.8499387499999997,3.0155944999999997,3.1522514999999998,3.24460025,3.29680775,3.30843725,3.27124225,3.19776325,3.0936965,3.0341050000000003,2.82464075,2.7547195,2.7783495,2.87745225,2.9403615,3.1916565,3.3814165000000003,3.5826485,3.78577975,4.006860499999999
S01,449770.08499,2882078.87996,503.0,49,76.30000000000001,50.8,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.748812,2.63729925,2.537096,2.442157,2.3611062499999997,2.30214525,2.264357,2.2447692499999996,2.2558912499999995,2.304096,2.37456025,2.454657,2.54045875,2.5850530000000003,2.76840675,2.91389875,3.029437,3.1222555,3.200794,3.2377399999999996,3.279963999999999,3.3274659999999985,3.3802459999999974,3.433025999999997
S02,449816.43499,2882062.27996,491.95,98,65.25,87.5,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.82014825,2.5796159999999997,2.3858757500000003,2.231032,2.11997675,2.0493435,2.01247,2.0056907500000003,2.0474525,2.1427825,2.2643882499999997,2.39248775,2.52051325,2.5846419999999997,2.84579925,3.003247,3.1169147500000003,3.197477,3.2579565,3.3112015,3.391901,3.5009505,3.60336175,3.6822192499999997
S03,449862.78499,2882045.67496,483.65,147,56.94999999999999,139.7,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.84694825,2.6595252499999997,2.5004025,2.35333075,2.22380175,2.12540175,2.067758,2.0499775,2.18120875,2.3304,2.4956674999999997,2.65458575,2.799524,2.8681384999999997,3.1590935,3.2676517499999997,3.33214925,3.3624285,3.3745205,3.3832717500000005,3.41738125,3.4825530000000002,3.55109325,3.60353425
S04,449909.13999,2882029.06996,477.7,196,51.0,176.4,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.59996125,2.5541145,2.5088559999999998,2.4651947499999998,2.43166775,2.41982725,2.43202925,2.4652552500000002,2.5511855,2.6863865,2.8252222500000004,2.955687,3.07002175,3.122089,3.345905,3.40481125,3.4319024999999996,3.43233825,3.4209832500000004,3.414692,3.428715,3.4683845,3.5184055,3.557827
S05,449955.49499,2882012.46996,470.85,245,44.150000000000034,228.6,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.42974625,2.48037975,2.585927,2.7129955000000003,2.8431472500000003,2.9686987499999997,3.0851445,3.1403885000000002,3.2790155,3.36505975,3.4291660000000004,3.48158875,3.51288275,3.51063075,3.50557625,3.5103487500000004,3.501716,3.47683725,3.44718675,3.4332035000000003,3.4172226428571433,3.399244178571429,3.379268107142858,3.3592920357142866
S06,450001.84499,2881995.86496,469.8,294,43.10000000000002,265.3,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.51044275,2.512097,2.5754770000000002,2.65905375,2.7452435000000004,2.8262425,2.8994817499999996,2.96236375,3.03566925,3.12101675,3.19915025,3.2717385,3.329762,3.36280675,3.3958422500000003,3.43222,3.445925,3.43757725,3.4194112500000005,3.4033165,3.411798,3.45169375,3.499971,3.5373317500000003
S07,450048.19499,2881979.25996,468.65,343,41.94999999999999,343.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.7775375,2.64072975,2.5286530000000003,2.42468825,2.3345555,2.2715282500000002,2.241118,2.242909,2.3053807500000003,2.4307905,2.576732,2.7211127499999996,2.854298,2.9174135000000003,2.9994697500000003,3.140399,3.2308820000000003,3.282606,3.3111425,3.33176375,3.3713425,3.43426075,3.49597375,3.5409254999999997
S08,450094.54499,2881962.65996,463.55,392,36.85000000000002,380.1,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,3.0464647499999997,2.8694177499999998,2.70163725,2.53309675,2.35923,2.18642925,2.0269375000000003,1.952415,1.8033699999999995,1.654324999999999,1.5052799999999984,1.3562349999999979,1.132667499999997,0.9090999999999962,0.6110099999999952,0.3129199999999941,-0.059692500000007254,-0.5068275000000089,-0.9539625000000105,-1.4756200000000121,-2.0718000000000143,-2.742502500000017,-3.487727500000019,-4.232952500000023
S09,450140.89999,2881946.05996,454.7,441,28.0,432.3,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.1575377500000004,2.26538625,2.40648075,2.54818625,2.673345,2.775205,2.8524737499999997,2.884917,2.89153525,2.905757,2.90050075,2.883053,2.85760475,2.82962175,2.8031127500000004,2.8018970000000003,2.8506507500000002,2.9400835,3.0480357500000004,3.1916565,3.3814165000000003,3.5826485,3.78577975,4.006860499999999
S10,450187.25499,2881929.45496,448.7,490,22.0,494.9,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.758854,2.5911105,2.449089,2.3076214999999998,2.162334,2.024393,1.9122439999999998,1.845124,1.870215,2.0002115000000003,2.1713505,2.33346925,2.4755955,2.5419345,2.7541485,2.877529,2.9811065,3.0686795,3.14405875,3.1793615,3.2197075,3.26509675,3.3155292500000004,3.3659617500000003
S11,450233.60499,2881912.84996,445.6,539,18.900000000000034,532.0,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,2.12624775,2.1159334999999997,2.1315115000000002,2.15112,2.18079875,2.223108,2.275408,2.3339672499999997,2.422209,2.5287615,2.6145697500000002,2.6783665,2.72169725,2.7513975,2.796885,2.8668125,2.944858,3.025936,3.1064025,3.186706,3.29928,3.4370365,3.557044,3.6454535
S12,450279.95499,2881896.24996,440.45,588,13.75,584.2,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.975651,2.1891897499999997,2.3870125,2.5576015,2.69337125,2.7974735,2.8736425,2.9047965,2.97270425,2.9944902499999997,2.98688875,2.9638042499999995,2.9264895,2.903183,2.83301825,2.83882875,2.885977,2.96153925,3.05301325,3.1522099999999997,3.2952719999999998,3.47298125,3.6357209999999998,3.77138625
S13,450326.30499,2881879.64996,435.7,637,9.0,620.9,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.77578475,1.95635675,2.1392872499999998,2.30106025,2.43417175,2.540729,2.6251482499999996,2.6622465,2.67808925,2.74396925,2.78280975,2.80000725,2.7957720000000004,2.774237,2.7632322499999997,2.7866792499999997,2.84536325,2.93158825,3.0341340000000003,3.0879215,3.149392928571429,3.2185482857142858,3.295387571428571,3.3722268571428566
S14,450372.65999,2881863.04496,431.75,686,5.050000000000011,673.1,-912,-38.0,-76.0,-114.0,-152.0,-190.0,-228.0,-266.0,-304.0,-342.0,-380.0,-418.0,-456.0,-494.0,-532.0,-570.0,-608.0,-646.0,-684.0,-722.0,-760.0,-798.0,-836.0,-874.0,-912.0,1.7791565000000003,1.89245975,1.96498,2.01652625,2.05784025,2.0996942499999998,2.145347,2.1931580000000004,2.27344825,2.3776445,2.46283625,2.52773475,2.5736515,2.60441225,2.6463065,2.7129185,2.7983865,2.9036247499999996,3.0217625000000004,3.14542575,3.316102,3.52910775,3.742635,3.97353475
