#WRITTEN BY pyCSAMT :Nia02-S02     01-05-2021 14:21:06     RECS
>AZIMUTH     =          0.0
>LATITUDE    =     26.05196
>LONGITUDE   =    113.48804
>ELEVATION   =        561.3
nia002    0.0
RXY
 17
1.220e-04    4.670e+02   -1.60e+01   4.670e+02   4.670e+02   -1.28e+01   -1.92e+01   1.00   1.00  
2.440e-04    1.680e+03    3.69e+00   1.680e+03   1.680e+03    4.45e+00    2.93e+00   1.00   1.00  
4.880e-04    3.560e+03   -2.92e+00   3.560e+03   3.560e+03   -2.84e+00   -2.99e+00   1.00   1.00  
9.770e-04    3.170e+03    3.22e+01   3.170e+03   3.170e+03    3.29e+01    3.15e+01   1.00   1.00  
1.950e-03    3.940e+03    2.56e+01   3.940e+03   3.940e+03    2.65e+01    2.48e+01   1.00   1.00  
3.910e-03    5.810e+03    1.45e+01   5.810e+03   5.810e+03    1.53e+01    1.37e+01   1.00   1.00  
7.810e-03    1.210e+04    6.34e+00   1.210e+04   1.210e+04    6.47e+00    6.21e+00   1.00   1.00  
1.560e-02    2.550e+04    8.34e+00   2.550e+04   2.550e+04    9.28e+00    7.40e+00   1.00   1.00  
3.130e-02    3.950e+04    1.04e+01   3.950e+04   3.950e+04    1.07e+01    1.00e+01   1.00   1.00  
6.250e-02    6.780e+04    6.44e+00   6.780e+04   6.780e+04    6.97e+00    5.91e+00   1.00   1.00  
1.250e-01    1.040e+05    7.47e+00   1.040e+05   1.040e+05    8.23e+00    6.71e+00   1.00   1.00  
2.500e-01    1.990e+05    2.37e+00   1.990e+05   1.990e+05    3.04e+00    1.70e+00   1.00   1.00  
5.000e-01    3.200e+05    1.83e+00   3.200e+05   3.200e+05    2.58e+00    1.07e+00   1.00   1.00  
1.000e+00    7.100e+05    3.03e+00   7.100e+05   7.100e+05    3.94e+00    2.12e+00   1.00   1.00  
2.000e+00    1.340e+06   -7.95e+00   1.340e+06   1.340e+06   -2.54e+00   -1.34e+01   1.00   1.00  
4.000e+00    2.400e+06    2.85e+01   2.400e+06   2.400e+06    3.16e+01    2.54e+01   1.00   1.00  
8.000e+00    1.000e+07   -3.55e+00   1.000e+07   1.000e+07    6.43e+00   -1.35e+01   1.00   1.00  
