frequency_hz,quantity,observed,predicted,standard_error,weighted_residual
70000.0,log10_resistivity,2.282124261978655,2.7010257988774593,0.02171472409516259,19.291128685909648
70000.0,phase_deg,59.38517820276246,54.52200374100114,2.0,-2.431587230880659
58800.0,log10_resistivity,2.4642553549691533,2.6950556826227556,0.02171472409516259,10.628747878266525
58800.0,phase_deg,55.4483258189813,51.091923154950216,2.0,-2.178201332015547
49500.0,log10_resistivity,2.6046558534836914,2.6994530214035564,0.02171472409516259,4.365570914206687
49500.0,phase_deg,56.718459797897786,47.962579554672104,2.0,-4.377940121612838
41600.0,log10_resistivity,2.6747947796732956,2.7129398185014018,0.02171472409516259,1.7566439555455262
41600.0,phase_deg,59.55682158989796,45.21293825113423,2.0,-7.171941669381866
35000.0,log10_resistivity,2.8311641745656346,2.7332695406801326,0.02171472409516259,-4.508214493377334
35000.0,phase_deg,60.318276144288426,43.00488913975255,2.0,-8.656693502267942
29400.0,log10_resistivity,2.7376832820252712,2.7581807320713447,0.02171472409516259,0.9439424584095795
29400.0,phase_deg,57.949568241076406,41.37090155840942,2.0,-8.289333341333489
24700.0,log10_resistivity,2.8505428453084285,2.7846737786174023,0.02171472409516259,-3.033382621043752
24700.0,phase_deg,56.123209117297066,40.33910158974453,2.0,-7.892053763776268
20800.0,log10_resistivity,2.861712871534998,2.809809576401962,0.02171472409516259,-2.390235073011984
20800.0,phase_deg,54.99684197201656,39.85341930994103,2.0,-7.571711331037761
17500.0,log10_resistivity,2.9146841109062533,2.8320094144505332,0.02171472409516259,-3.8073104725349762
17500.0,phase_deg,51.19025231094289,39.789127330213944,2.0,-5.700562490364476
14700.0,log10_resistivity,2.9628088620752524,2.8500071284609523,0.02171472409516259,-5.194711805683457
14700.0,phase_deg,50.18374787475368,40.00669020577683,2.0,-5.088528834488429
12300.0,log10_resistivity,2.9459021594942225,2.8635397956001,0.02171472409516259,-3.792927026527157
12300.0,phase_deg,48.40308146590022,40.35241716157301,2.0,-4.025332152163607
10400.0,log10_resistivity,2.9183689211459574,2.8725037674288263,0.02171472409516259,-2.1121683847389288
10400.0,phase_deg,46.94547666924074,40.652291847771565,2.0,-3.146592410734584
8800.0,log10_resistivity,2.9024432965504,2.879225548048269,0.02171472409516259,-1.069216831877843
8800.0,phase_deg,46.83577596323509,40.83476411166666,2.0,-3.0005059257842177
7200.0,log10_resistivity,2.902218629098241,2.886915013654014,0.02171472409516259,-0.7047575358158099
7200.0,phase_deg,45.97773744270254,40.85971639706772,2.0,-2.5590105228174096
6000.0,log10_resistivity,2.860250892365115,2.8958735011964576,0.02171472409516259,1.6404817613721556
6000.0,phase_deg,43.35531613946399,40.74791389298162,2.0,-1.3037011232411828
5200.0,log10_resistivity,2.905335103159053,2.905273163609643,0.02171472409516259,-0.0028524216627608748
5200.0,phase_deg,44.951352541905315,40.648600441964476,2.0,-2.1513760499704233
4400.0,log10_resistivity,2.9162768379807735,2.9192439224096347,0.02171472409516259,0.13663928751100998
4400.0,phase_deg,42.634817831859216,40.63068272763345,2.0,-1.0020675521128837
3600.0,log10_resistivity,2.8893661951512097,2.9395763826969117,0.02171472409516259,2.312264587183372
3600.0,phase_deg,40.91164906798696,40.9178298801864,2.0,0.0030904060997229976
3000.0,log10_resistivity,3.013547964045171,2.959512236740676,0.02171472409516259,-2.4884372036084157
3000.0,phase_deg,55.93199201125546,41.61038218272948,2.0,-7.1608049142629895
2600.0,log10_resistivity,3.132173553375912,2.9743884318789036,0.02171472409516259,-7.2662733731053235
2600.0,phase_deg,54.44448759974159,42.49157619594815,2.0,-5.976455701896725
2200.0,log10_resistivity,3.118995371419878,2.988832960498463,0.02171472409516259,-5.994200541116311
2200.0,phase_deg,48.09829842763456,43.89507170403626,2.0,-2.101613361799153
1800.0,log10_resistivity,3.127316449748721,2.999153155763506,0.02171472409516259,-5.902137803987394
1800.0,phase_deg,51.16251921548958,46.03275432279718,2.0,-2.5648824463462034
1500.0,log10_resistivity,3.1744220024833205,2.99963731497331,0.02171472409516259,-8.049132318883457
1500.0,phase_deg,49.686372072323955,48.24897711406464,2.0,-0.7186974791296592
1300.0,log10_resistivity,3.129890236657764,2.9933242995402347,0.02171472409516259,-6.289093820351709
1300.0,phase_deg,47.11056641750059,50.043974440751896,2.0,1.4667040116256516
1100.0,log10_resistivity,3.203742920681589,2.9785186387114058,0.02171472409516259,-10.371961484896623
1100.0,phase_deg,47.615423770571205,52.059452747369676,2.0,2.222014488399239
900.0,log10_resistivity,3.1130602643976903,2.9512786243269566,0.02171472409516259,-7.450319854939992
900.0,phase_deg,41.76370063480342,54.175988857996245,2.0,6.206144111596416
776.47,log10_resistivity,2.960028716507983,2.926032018914612,0.02171472409516259,-1.5656057817904618
776.47,phase_deg,37.89376115682219,55.4150747696917,2.0,8.760656806434753
635.29,log10_resistivity,2.918079556354235,2.887215667559983,0.02171472409516259,-1.4213346049894153
635.29,phase_deg,35.878950197257275,56.57167924792996,2.0,10.346364525336341
529.41,log10_resistivity,2.9200129498123766,2.8501567834557666,0.02171472409516259,-3.2169953461288454
529.41,phase_deg,36.83879717649535,57.064403323137896,2.0,10.112803073321274
458.82,log10_resistivity,2.909009216495243,2.8216127674978138,0.02171472409516259,-4.024755212841891
458.82,phase_deg,37.32451895818718,57.09383546412691,2.0,9.88465825296987
388.235,log10_resistivity,2.8506427368249256,2.790515242390941,0.02171472409516259,-2.7689734472555014
388.235,phase_deg,35.33968979768983,56.78004833793682,2.0,10.720179270123495
317.645,log10_resistivity,2.820541517070166,2.7582276721209196,0.02171472409516259,-2.869658609345552
317.645,phase_deg,34.71114611638315,56.022233917144284,2.0,10.655543900380565
264.705,log10_resistivity,2.7865601472576165,2.734963659012443,0.02171472409516259,-2.376106093683585
