exception_type,iteration,message,multiplier,reason,rms,roughness,step_scale
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,69.81017865913424,332.3469077099706,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,42.23156570419003,83.08672692749266,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,29.45713316857879,20.77168173187317,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,69.77230170105149,328.3579889839789,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,42.13891681837528,82.08949724599472,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,29.40460702763247,20.52237431149868,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,68.04121370268308,242.005146570265,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,39.90148526697005,60.50128664256624,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,28.22713972826802,15.125321660641562,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,67.20379719465572,179.04055718063557,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,38.83870016358344,44.760139295158886,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,27.684325231041836,11.190034823789723,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.5,step_cut_discarded,66.98486481313189,108.35573599411548,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.5,step_cut_discarded,38.01994290342647,27.088933998528873,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.5,step_cut_discarded,27.11131282927545,6.772233499632219,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,1.5811388300841898,step_cut_discarded,62.94123426174941,79.08405382353534,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,1.5811388300841898,step_cut_discarded,35.52751674839313,19.771013455883836,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,1.5811388300841898,step_cut_discarded,26.082027707371186,4.9427533639709615,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,5.0,step_cut_discarded,51.82502228655253,43.99152087183698,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,5.0,step_cut_discarded,29.637578669489162,10.997880217959246,0.5
,1,A different valid candidate better satisfied the Occam selection policy.,0.005,not_selected,25.496589217327756,5.192920432968292,0.125
,1,A different valid candidate better satisfied the Occam selection policy.,0.015811388300841896,not_selected,25.47933241862842,5.13059357787467,0.125
