      0.0000000     -0.0000000     97.7162968
     50.0000000     -0.0000000    199.8743204
    100.0000000     -0.0000000    143.6554146
    150.0000000     -0.0000000    209.0378837
    200.0000000     -0.0000000     39.9556316
    250.0000000     -0.0000000    195.5280189
    300.0000000     -0.0000000    165.0528394
    350.0000000     -0.0000000    185.4705672
    400.0000000     -0.0000000    132.3366084
    450.0000000     -0.0000000    213.8493822
    500.0000000     -0.0000000     21.9130586
    550.0000000     -0.0000000     41.7247747
    600.0000000     -0.0000000     82.9086799
    650.0000000     -0.0000000     37.0030907
    700.0000000     -0.0000000     46.2108546
    750.0000000     -0.0000000     23.5889712
    800.0000000     -0.0000000     10.3468940
    850.0000000     -0.0000000    278.8547201
    900.0000000     -0.0000000     36.7293295
    950.0000000     -0.0000000    112.6411304
   1000.0000000     -0.0000000     58.0858033
   1050.0000000     -0.0000000     73.9833513
   1100.0000000     -0.0000000    237.9024968
   1150.0000000     -0.0000000    800.0939750
   1200.0000000     -0.0000000     33.9148578
   1250.0000000     -0.0000000    133.0224676
   1300.0000000     -0.0000000    255.2860009
   1350.0000000     -0.0000000   2927.9860281
   1400.0000000     -0.0000000   5080.7637365
   1450.0000000     -0.0000000    443.3390640
   1500.0000000     -0.0000000  26945.1124266
   1550.0000000     -0.0000000  39002.8192166
   1600.0000000     -0.0000000  18305.1798407
   1650.0000000     -0.0000000   5934.7441360
   1700.0000000     -0.0000000    405.4935962
   1750.0000000     -0.0000000     30.0276953
   1800.0000000     -0.0000000     28.8231207
   1850.0000000     -0.0000000    156.9231437
   1900.0000000     -0.0000000     11.7301347
   1950.0000000     -0.0000000     14.9744541
   2000.0000000     -0.0000000      0.5175636
   2050.0000000     -0.0000000      3.9185717
   2100.0000000     -0.0000000      4.2199665
   2150.0000000     -0.0000000      5.6010932
   2200.0000000     -0.0000000     82.1801633
   2250.0000000     -0.0000000     40.8542272
   2300.0000000     -0.0000000     82.9501164
      0.0000000     -6.0000000   7922.9154784
     50.0000000     -6.0000000   3246.1150795
    100.0000000     -6.0000000   1536.6433213
    150.0000000     -6.0000000    563.0387075
    200.0000000     -6.0000000     39.9556316
    250.0000000     -6.0000000    195.5280189
    300.0000000     -6.0000000   1129.7048599
    350.0000000     -6.0000000   2201.6322000
    400.0000000     -6.0000000    779.8741095
    450.0000000     -6.0000000    213.8493822
    500.0000000     -6.0000000     26.3132294
    550.0000000     -6.0000000     41.7247747
    600.0000000     -6.0000000    823.6537479
    650.0000000     -6.0000000    946.3582229
    700.0000000     -6.0000000    303.6925256
    750.0000000     -6.0000000    197.3399684
    800.0000000     -6.0000000     10.3468940
    850.0000000     -6.0000000    278.8547201
    900.0000000     -6.0000000    353.4724018
    950.0000000     -6.0000000   2240.9875679
   1000.0000000     -6.0000000    949.0238557
   1050.0000000     -6.0000000    353.3892528
   1100.0000000     -6.0000000    237.9024968
   1150.0000000     -6.0000000    800.0939750
   1200.0000000     -6.0000000    486.5238814
   1250.0000000     -6.0000000   1769.0505361
   1300.0000000     -6.0000000    255.2860009
   1350.0000000     -6.0000000   2927.9860281
   1400.0000000     -6.0000000   5080.7637365
   1450.0000000     -6.0000000    443.3390640
   1500.0000000     -6.0000000  26945.1124266
   1550.0000000     -6.0000000  39002.8192166
   1600.0000000     -6.0000000  18305.1798407
   1650.0000000     -6.0000000   5934.7441360
   1700.0000000     -6.0000000   6370.8319501
