frequency_hz,quantity,observed,predicted,standard_error,weighted_residual
79.4113,phase_deg,34.58556136766197,60.906542292056294,2.0,13.16049046219716
66.1763,log10_resistivity,2.5912426559570347,2.6173628590913753,0.02171472409516259,1.2028798072621805
66.1763,phase_deg,37.1327291900544,60.846596081851644,2.0,11.856933445898619
57.3525,log10_resistivity,2.188299436041204,2.597516102054782,0.02171472409516259,18.845123899351773
57.3525,phase_deg,41.83937709009733,60.92438449500981,2.0,9.542503702456244
39.7056,log10_resistivity,2.2237736999144952,2.539627909548846,0.02171472409516259,14.545623893269441
39.7056,phase_deg,38.42388417264773,61.55703169963424,2.0,11.566573763493253
32.5,log10_resistivity,2.571918300043649,2.5006037546772264,0.02171472409516259,-3.2841561814874543
32.5,phase_deg,40.49120472942343,61.94221138936531,2.0,10.725503329970941
27.5,log10_resistivity,2.5603348716103365,2.463333528880472,0.02171472409516259,-4.467076915403852
27.5,phase_deg,41.946167778258925,62.098381918170595,2.0,10.076107069955839
22.5,log10_resistivity,2.579308952283554,2.4136932694977307,0.02171472409516259,-7.626884046973346
22.5,phase_deg,41.73012678503959,61.90278973609062,2.0,10.086331475525512
18.75,log10_resistivity,2.528954068228852,2.365594806339648,0.02171472409516259,-7.522972024571825
18.75,phase_deg,45.00788805127654,61.218287617565494,2.0,8.105199783144478
13.75,log10_resistivity,2.273210650664451,2.2835065386810465,0.02171472409516259,0.4741431653229782
13.75,phase_deg,48.52941962400516,58.67319612515052,2.0,5.071888250572684
11.25,log10_resistivity,1.6656941623778785,2.2351842018727353,0.02171472409516259,26.225985510988952
11.25,phase_deg,53.25372452947654,56.017352657892665,2.0,1.3818140642080579
9.375,log10_resistivity,1.0997296398449083,2.1981228179517367,0.06299704946089943,17.435628930344926
9.375,phase_deg,54.00687731524842,52.9332325425388,4.1482866252706305,-0.2588164390978094
8.125,log10_resistivity,1.7066852458856407,2.1753482045919292,0.02171472409516259,21.58272684711168
8.125,phase_deg,51.85062099686125,50.11126406789837,2.0,-0.8696784644814386
6.875,log10_resistivity,2.1328849611756704,2.1573756920943503,0.02171472409516259,1.1278398385976154
6.875,phase_deg,48.10363372571759,46.451995580724066,2.0,-0.8258190724967633
