frequency_hz,quantity,observed,predicted,standard_error,weighted_residual
70000.0,log10_resistivity,2.6332057370481743,2.9048390466899354,0.02171472409516259,12.509176190835099
70000.0,phase_deg,53.263926666468784,58.26057466981457,2.0,2.4983240016728914
58800.0,log10_resistivity,2.6862941674395544,2.887547995771033,0.02171472409516259,9.2680813004809
58800.0,phase_deg,52.7015260897877,54.53309205175692,2.0,0.9157829809846092
49500.0,log10_resistivity,2.8180549327030846,2.881627041557388,0.02171472409516259,2.927603803562282
49500.0,phase_deg,56.56666514587281,50.93697738731916,2.0,-2.814843879276822
41600.0,log10_resistivity,2.7455825770851594,2.8865368985855757,0.02171472409516259,6.491186389598974
41600.0,phase_deg,61.591371440108105,47.55273723787063,2.0,-7.019317101118737
35000.0,log10_resistivity,2.8871124442072293,2.9010621889620363,0.02171472409516259,0.6424094864698061
35000.0,phase_deg,62.110637940649625,44.58753736076189,2.0,-8.76155028994387
29400.0,log10_resistivity,2.846866361011723,2.923532982161852,0.02171472409516259,3.5306283798101816
29400.0,phase_deg,60.331325242008134,42.11801687830642,2.0,-9.106654181850857
24700.0,log10_resistivity,2.9926308993570183,2.9513839743909958,0.02171472409516259,-1.8994910911721496
24700.0,phase_deg,53.168010525894154,40.2504971063138,2.0,-6.45875670979018
20800.0,log10_resistivity,3.0084128482352144,2.9815947018891378,0.02171472409516259,-1.2350212799641742
20800.0,phase_deg,52.694834372547156,39.01572398742822,2.0,-6.839555192559473
17500.0,log10_resistivity,3.159961687209298,3.012276214078069,0.02171472409516259,-6.801167377674808
17500.0,phase_deg,50.785298380920615,38.35124736402435,2.0,-6.217025508448131
14700.0,log10_resistivity,3.1485620182645895,3.0414961678919954,0.02171472409516259,-4.930564620733323
14700.0,phase_deg,50.52883164565146,38.19031434397378,2.0,-6.169258650838842
12300.0,log10_resistivity,2.981430561213811,3.0680391213536544,0.02171472409516259,3.988471590073635
12300.0,phase_deg,48.32451068730402,38.44237477091026,2.0,-4.941067958196882
10400.0,log10_resistivity,3.1386023300619468,3.089267268624552,0.02171472409516259,-2.271963540553816
10400.0,phase_deg,49.64619326569428,38.95040440186403,2.0,-5.3478944319151225
8800.0,log10_resistivity,3.1402995507823714,3.106780374064329,0.02171472409516259,-1.5436151328079548
8800.0,phase_deg,49.549649586401294,39.617371554525,2.0,-4.966139015938147
7200.0,log10_resistivity,3.166985813849389,3.1237363701784853,0.02171472409516259,-1.9917104855381793
7200.0,phase_deg,50.68931559547472,40.53006960400468,2.0,-5.079622995735022
6000.0,log10_resistivity,3.182999291714697,3.1362884370781634,0.02171472409516259,-2.1511143513418802
6000.0,phase_deg,50.11279537846615,41.41409145456909,2.0,-4.349351961948528
5200.0,log10_resistivity,3.1326341645346107,3.1448735822062437,0.02171472409516259,0.5636460135525982
5200.0,phase_deg,50.478701369586304,42.14140690469625,2.0,-4.168647232445025
4400.0,log10_resistivity,3.270553401134028,3.1539640127029447,0.02171472409516259,-5.369139756054089
4400.0,phase_deg,52.97060368635752,43.04995505654193,2.0,-4.960324314907794
3600.0,log10_resistivity,3.2548870435541213,3.1637839739838305,0.02171472409516259,-4.195451398371021
3600.0,phase_deg,55.69771365545714,44.284486337809575,2.0,-5.706613658823784
3000.0,log10_resistivity,3.1818680077709,3.1712596877682864,0.02171472409516259,-0.48853118999457684
3000.0,phase_deg,52.917331108066314,45.610528024247486,2.0,-3.6534015419094175
2600.0,log10_resistivity,3.1580524212285406,3.175465542920169,0.02171472409516259,0.8019038885926885
2600.0,phase_deg,52.43277557065274,46.82394404837312,2.0,-2.8044157611398077
2200.0,log10_resistivity,3.3509503518248924,3.177426136867486,0.02171472409516259,-7.991085412688375
2200.0,phase_deg,51.53523897631176,48.44601822190485,2.0,-1.5446103772034547
1800.0,log10_resistivity,3.3012875007580598,3.1737511040503334,0.02171472409516259,-5.873268117467711
1800.0,phase_deg,53.11687732705202,50.652071043377795,2.0,-1.2324031418371106
1500.0,log10_resistivity,3.444745629718435,3.163119150760713,0.02171472409516259,-12.969378644809042
1500.0,phase_deg,51.721862024429974,52.80488108915644,2.0,0.5415095323632357
1300.0,log10_resistivity,3.3987291070060572,3.149350715485829,0.02171472409516259,-11.48429933658621
1300.0,phase_deg,53.827226805536405,54.50401589686257,2.0,0.33839454566307836
1100.0,log10_resistivity,3.37106254035114,3.1273041975595803,0.02171472409516259,-11.22548652809556
1100.0,phase_deg,51.235075061613834,56.39312023213757,2.0,2.5790225852618676
900.0,log10_resistivity,3.252193676046018,3.093351027142524,0.02171472409516259,-7.314974309937445
900.0,phase_deg,44.49106308361554,58.38769510064813,2.0,6.948316008516294
776.47,log10_resistivity,3.1706194257225575,3.0643792126408282,0.02171472409516259,-4.892542618370016
776.47,phase_deg,41.43761022051008,59.59136825306252,2.0,9.076879016276223
635.29,log10_resistivity,3.096822784296499,3.0217273114428322,0.02171472409516259,-3.458274326883834
635.29,phase_deg,39.30185838832551,60.8197643853506,2.0,10.758952998512541
529.41,log10_resistivity,3.072487832270417,2.981777742095182,0.02171472409516259,-4.177354028432851
529.41,phase_deg,38.34828123761117,61.53789129082469,2.0,11.594805026606764
458.82,log10_resistivity,3.0401701285765528,2.950771111313102,0.02171472409516259,-4.116976889582788
458.82,phase_deg,37.10366735503234,61.871828229868946,2.0,12.384080437418305
388.235,log10_resistivity,2.976086274948935,2.915774779358256,0.02171472409516259,-2.7774470136654794
388.235,phase_deg,34.786781134800755,62.06413858468898,2.0,13.638678724944114
317.645,log10_resistivity,2.937836934298769,2.8759455331016115,0.02171472409516259,-2.85020435562177
317.645,phase_deg,33.96383796439473,62.10889031674307,2.0,14.072526176174172
264.705,log10_resistivity,2.9050278479604534,2.841735034591717,0.02171472409516259,-2.9147417711301378
264.705,phase_deg,33.34839900340731,62.05676741584555,2.0,14.354184206219117
229.41,log10_resistivity,2.861445263100433,2.815863138309517,0.02171472409516259,-2.0991344210111427
229.41,phase_deg,32.90778145791908,61.98796422135811,2.0,14.54009138171952
194.118,log10_resistivity,2.813058710282322,2.78635963405775,0.02171472409516259,-1.2295378982282357
194.118,phase_deg,31.83706374138322,61.887720780227845,2.0,15.025328519422317
158.822,log10_resistivity,2.8026115622151813,2.7516031996087222,0.02171472409516259,-2.349021907113349
158.822,phase_deg,32.410046695291506,61.72864194357027,2.0,14.659297624139384
132.352,log10_resistivity,2.7267202790272895,2.7208245919473906,0.02171472409516259,-0.27150642366265876
132.352,phase_deg,32.554698584596245,61.53235518435579,2.0,14.48882829987977
114.705,log10_resistivity,2.7302394747879397,2.6975250108108435,0.02171472409516259,-1.5065567415790486
114.705,phase_deg,32.73162655129336,61.34650643869941,2.0,14.307439943703024
97.0588,log10_resistivity,2.4661392243365543,2.671643667642453,0.02171472409516259,9.46382935400404
97.0588,phase_deg,33.86263325712814,61.12051743455033,2.0,13.6289420887111
79.4113,log10_resistivity,2.631927988556776,2.642546348401195,0.02171472409516259,0.48899354179610255
