exception_type,iteration,message,multiplier,reason,rms,roughness,step_scale
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,73.32886719462972,313.2779296957138,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,45.874800449138355,78.31948242392845,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.005,step_cut_discarded,33.28326773841749,19.57987060598211,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,73.32864747396943,304.4440089100252,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,45.87379829183385,76.1110022275063,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.015811388300841896,step_cut_discarded,33.281798094755146,19.027750556876573,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,72.55137000355596,272.66083635078866,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,45.05375530070231,68.16520908769716,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.05,step_cut_discarded,32.86814448240047,17.04130227192429,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,72.07875587269751,214.0236552718779,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,43.90722493561328,53.50591381796948,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.15811388300841894,step_cut_discarded,32.16022167354548,13.37647845449237,0.25
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.5,step_cut_discarded,67.72671562944859,153.3996028920354,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,0.5,step_cut_discarded,40.13918757127629,38.34990072300886,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,1.5811388300841898,step_cut_discarded,66.21453605194675,92.75083288800917,1.0
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,1.5811388300841898,step_cut_discarded,37.916994074256635,23.18770822200229,0.5
,1,Another step cut from the same linear candidate had a lower nonlinear RMS.,5.0,step_cut_discarded,35.93945334412019,39.91116948923234,1.0
,1,A different valid candidate better satisfied the Occam selection policy.,0.005,not_selected,29.881404917584565,4.894967651495528,0.125
,1,A different valid candidate better satisfied the Occam selection policy.,0.015811388300841896,not_selected,29.880495799773364,4.756937639219143,0.125
,1,A different valid candidate better satisfied the Occam selection policy.,0.05,not_selected,29.750126271935468,4.260325567981073,0.125
,1,A different valid candidate better satisfied the Occam selection policy.,0.15811388300841894,not_selected,29.50760533637148,3.344119613623092,0.125
,1,A different valid candidate better satisfied the Occam selection policy.,0.5,not_selected,30.49687619406452,9.587475180752214,0.25
,1,A different valid candidate better satisfied the Occam selection policy.,1.5811388300841898,not_selected,29.306584032963084,5.796927055500573,0.25
,1,A different valid candidate better satisfied the Occam selection policy.,5.0,not_selected,26.604869523193116,9.977792372308087,0.5
,1,A different valid candidate better satisfied the Occam selection policy.,15.811388300841898,not_selected,17.41385383841232,17.54266371102592,1.0
,1,A different valid candidate better satisfied the Occam selection policy.,50.0,not_selected,12.870620869538916,7.4486127881289494,1.0
,1,A different valid candidate better satisfied the Occam selection policy.,158.11388300841895,not_selected,12.681932913678601,2.2651708673989974,1.0
,1,A different valid candidate better satisfied the Occam selection policy.,500.0,not_selected,12.708160053287765,0.6155613258012057,1.0
