#WRITTEN BY pyCSAMT :Nia32-S32     01-05-2021 14:21:06     RECS
>AZIMUTH     =          0.0
>LATITUDE    =     26.04399
>LONGITUDE   =    113.50016
>ELEVATION   =        465.7
nid002    0.0
RXY
 17
1.220e-04    6.990e+01   -4.16e+01   7.000e+01   6.990e+01   -4.14e+01   -4.19e+01   1.00   1.00  
2.440e-04    1.560e+03    2.30e+02   1.560e+03   1.560e+03    2.30e+02    2.29e+02   1.00   1.00  
4.880e-04    3.410e+03   -4.11e+01   3.410e+03   3.410e+03   -4.11e+01   -4.11e+01   1.00   1.00  
9.770e-04    1.460e+03    1.14e+02   1.460e+03   1.460e+03    1.14e+02    1.14e+02   1.00   1.00  
1.950e-03    7.160e+02    3.09e+01   7.160e+02   7.160e+02    3.13e+01    3.04e+01   1.00   1.00  
3.910e-03    1.090e+03   -2.46e+01   1.090e+03   1.090e+03   -2.45e+01   -2.46e+01   1.00   1.00  
7.810e-03    9.910e+03   -2.96e+01   9.910e+03   9.910e+03   -2.95e+01   -2.96e+01   1.00   1.00  
1.560e-02    3.160e+04   -1.70e+01   3.160e+04   3.160e+04   -1.69e+01   -1.72e+01   1.00   1.00  
3.130e-02    7.010e+04   -9.41e+00   7.010e+04   7.010e+04   -9.26e+00   -9.55e+00   1.00   1.00  
6.250e-02    1.410e+05   -5.87e+00   1.410e+05   1.410e+05   -5.80e+00   -5.94e+00   1.00   1.00  
1.250e-01    2.840e+05   -3.59e+00   2.840e+05   2.840e+05   -3.51e+00   -3.67e+00   1.00   1.00  
2.500e-01    6.000e+05   -3.87e+00   6.000e+05   6.000e+05   -3.70e+00   -4.03e+00   1.00   1.00  
5.000e-01    1.330e+06   -2.24e+00   1.330e+06   1.330e+06   -1.83e+00   -2.66e+00   1.00   1.00  
1.000e+00    2.510e+06   -1.92e+00   2.510e+06   2.510e+06   -1.46e+00   -2.38e+00   1.00   1.00  
2.000e+00    4.770e+06    3.34e+00   4.770e+06   4.770e+06    3.34e+00    3.34e+00   1.00   1.00  
4.000e+00    1.400e+07   -6.34e+01   1.400e+07   1.400e+07   -6.34e+01   -6.34e+01   1.00   1.00  
8.000e+00    4.370e+07   -1.62e+01   4.370e+07   4.370e+07   -1.42e+01   -1.82e+01   1.00   1.00  
