#WRITTEN BY pyCSAMT :Nia36-S36     01-05-2021 14:21:06     RECS
>AZIMUTH     =          0.0
>LATITUDE    =     26.04298
>LONGITUDE   =    113.50179
>ELEVATION   =        425.5
nid006    0.0
RXY
 17
1.220e-04    6.220e+02   -5.01e+01   6.220e+02   6.220e+02   -4.99e+01   -5.03e+01   1.00   1.00  
2.440e-04    5.470e+02    9.45e+01   5.470e+02   5.470e+02    9.47e+01    9.43e+01   1.00   1.00  
4.880e-04    9.220e+02   -4.15e+01   9.230e+02   9.220e+02   -3.97e+01   -4.33e+01   1.00   1.00  
9.770e-04    9.850e+02    7.42e+01   9.850e+02   9.850e+02    7.43e+01    7.41e+01   1.00   1.00  
1.950e-03    7.250e+02    5.66e+01   7.250e+02   7.250e+02    5.70e+01    5.63e+01   1.00   1.00  
3.910e-03    2.940e+02    4.12e+01   2.940e+02   2.940e+02    4.15e+01    4.09e+01   1.00   1.00  
7.810e-03    1.750e+02    9.49e+00   1.750e+02   1.750e+02    1.19e+01    7.05e+00   1.00   1.00  
1.560e-02    4.200e+02    6.67e+00   4.210e+02   4.190e+02    9.12e+00    4.22e+00   1.00   1.00  
3.130e-02    1.500e+03    1.15e+01   1.500e+03   1.500e+03    1.40e+01    9.08e+00   1.00   1.00  
6.250e-02    2.440e+03    1.71e+01   2.440e+03   2.440e+03    2.01e+01    1.42e+01   1.00   1.00  
1.250e-01    4.930e+03    1.57e+01   4.930e+03   4.930e+03    1.58e+01    1.56e+01   1.00   1.00  
2.500e-01    7.990e+03    1.14e+01   7.990e+03   7.990e+03    1.17e+01    1.11e+01   1.00   1.00  
5.000e-01    1.400e+04    1.15e+01   1.400e+04   1.400e+04    1.21e+01    1.09e+01   1.00   1.00  
1.000e+00    2.170e+04    6.17e+00   2.170e+04   2.170e+04    8.30e+00    4.03e+00   1.00   1.00  
2.000e+00    4.540e+04    1.55e+02   4.540e+04   4.540e+04    1.55e+02    1.55e+02   1.00   1.00  
4.000e+00    1.140e+05   -1.53e+02   1.140e+05   1.140e+05   -1.53e+02   -1.53e+02   1.00   1.00  
8.000e+00    2.850e+05   -1.28e+01   2.850e+05   2.850e+05   -1.01e+01   -1.56e+01   1.00   1.00  
