#WRITTEN BY pyCSAMT :Nia41-S41     01-05-2021 14:21:06     RECS
>AZIMUTH     =          0.0
>LATITUDE    =     26.04167
>LONGITUDE   =    113.50376
>ELEVATION   =        400.4
nie001    0.0
RXY
 17
1.220e-04    8.500e+01    2.93e+02   8.500e+01   8.500e+01    2.93e+02    2.93e+02   1.00   1.00  
2.440e-04    2.350e+01    2.07e+02   2.360e+01   2.350e+01    2.07e+02    2.06e+02   1.00   1.00  
4.880e-04    1.970e+01    1.88e+02   1.970e+01   1.970e+01    1.88e+02    1.88e+02   1.00   1.00  
9.770e-04    1.520e+01   -1.76e+02   1.530e+01   1.510e+01   -1.76e+02   -1.76e+02   1.00   1.00  
1.950e-03    2.680e+01   -1.01e+02   2.680e+01   2.680e+01   -1.01e+02   -1.01e+02   1.00   1.00  
3.910e-03    7.050e+01   -1.40e+02   7.050e+01   7.040e+01   -1.40e+02   -1.41e+02   1.00   1.00  
7.810e-03    1.270e+02   -1.62e+02   1.270e+02   1.270e+02   -1.62e+02   -1.62e+02   1.00   1.00  
1.560e-02    2.510e+02   -1.68e+02   2.510e+02   2.510e+02   -1.68e+02   -1.68e+02   1.00   1.00  
3.130e-02    4.220e+02   -1.68e+02   4.220e+02   4.220e+02   -1.68e+02   -1.68e+02   1.00   1.00  
6.250e-02    6.600e+02   -1.71e+02   6.600e+02   6.600e+02   -1.71e+02   -1.71e+02   1.00   1.00  
1.250e-01    1.160e+03   -1.74e+02   1.160e+03   1.160e+03   -1.74e+02   -1.74e+02   1.00   1.00  
2.500e-01    2.220e+03   -1.76e+02   2.220e+03   2.220e+03   -1.76e+02   -1.76e+02   1.00   1.00  
5.000e-01    4.350e+03   -1.78e+02   4.350e+03   4.350e+03   -1.78e+02   -1.78e+02   1.00   1.00  
1.000e+00    7.220e+03   -1.78e+02   7.220e+03   7.220e+03   -1.77e+02   -1.78e+02   1.00   1.00  
2.000e+00    1.420e+04   -1.77e+02   1.420e+04   1.420e+04   -1.76e+02   -1.78e+02   1.00   1.00  
4.000e+00    3.540e+04    1.74e+02   3.540e+04   3.540e+04    1.75e+02    1.73e+02   1.00   1.00  
8.000e+00    1.090e+05   -1.82e+02   1.090e+05   1.090e+05   -1.78e+02   -1.85e+02   1.00   1.00  
