#WRITTEN BY pyCSAMT :Nia35-S35     01-05-2021 14:21:06     RECS
>AZIMUTH     =          0.0
>LATITUDE    =     26.04321
>LONGITUDE   =    113.50138
>ELEVATION   =        430.0
nid005    0.0
RXY
 17
1.220e-04    1.850e+03    1.78e+01   1.850e+03   1.850e+03    1.80e+01    1.77e+01   1.00   1.00  
2.440e-04    6.800e+02    1.94e+02   6.800e+02   6.800e+02    1.95e+02    1.94e+02   1.00   1.00  
4.880e-04    6.460e+02   -1.74e+01   6.460e+02   6.460e+02   -1.74e+01   -1.74e+01   1.00   1.00  
9.770e-04    5.730e+02    9.27e+01   5.730e+02   5.730e+02    9.28e+01    9.27e+01   1.00   1.00  
1.950e-03    1.750e+02    6.32e+01   1.750e+02   1.750e+02    6.34e+01    6.29e+01   1.00   1.00  
3.910e-03    1.010e+02    3.28e+01   1.010e+02   1.010e+02    3.34e+01    3.22e+01   1.00   1.00  
7.810e-03    2.450e+02    5.83e+00   2.450e+02   2.450e+02    5.90e+00    5.76e+00   1.00   1.00  
1.560e-02    6.710e+02    9.51e-01   6.710e+02   6.710e+02    1.00e+00    8.99e-01   1.00   1.00  
3.130e-02    1.220e+03    1.26e-01   1.220e+03   1.220e+03    2.86e-01   -3.39e-02   1.00   1.00  
6.250e-02    2.490e+03   -1.67e+00   2.490e+03   2.490e+03   -1.56e+00   -1.78e+00   1.00   1.00  
1.250e-01    4.910e+03   -2.08e+00   4.910e+03   4.910e+03   -2.02e+00   -2.14e+00   1.00   1.00  
2.500e-01    1.100e+04   -4.65e+00   1.100e+04   1.100e+04   -4.51e+00   -4.79e+00   1.00   1.00  
5.000e-01    2.780e+04   -4.62e+00   2.780e+04   2.780e+04   -4.23e+00   -5.02e+00   1.00   1.00  
1.000e+00    4.260e+04   -3.96e+00   4.260e+04   4.260e+04   -3.51e+00   -4.42e+00   1.00   1.00  
2.000e+00    7.530e+04    9.68e-01   7.530e+04   7.530e+04    9.68e-01    9.68e-01   1.00   1.00  
4.000e+00    1.260e+05   -7.05e+01   1.260e+05   1.260e+05   -7.05e+01   -7.05e+01   1.00   1.00  
8.000e+00    3.620e+05   -2.07e+01   3.620e+05   3.620e+05   -1.90e+01   -2.25e+01   1.00   1.00  
